"Date","State","Bill","Bill Description","Bill Type","Status","Bill Link","year"
2023-01-12,"Indiana","SB0354","Education matters. Provides that a: (1) school that seeks state accreditation; and (2) national or regional accreditation agency that seeks to be recognized by the state board of education (state board); must complete and submit the applicable application form established by the state board. Requires the state board to do the following: (1) Not later than six months after the date a completed application is submitted, approve or deny the accreditation or recognition. (2) If the state board denies an accreditation or recognition, send notice to the school or national or regional accreditation agency stating the reasons for the denial. Requires the department of education to post a copy of the application forms on the department's website. Requires a public school, including a charter school, to notify the parent of an unemancipated minor, if the student: (1) makes a certain disclosure concerning the student's gender identity or gender expression to an employee or staff member of the school; or (2) changes, expresses a desire to change, or makes a request to change the student's name, attire, or pronoun, title, or word to identify the student in a manner that is inconsistent with the student's biological sex at birth. Requires an employee or staff member of a school to report to the school a disclosure or information described in these provisions to the school.","Schools / Education","Dead/Failed","https://legiscan.com/IN/bill/SB0354/2023","2023"
2023-01-12,"New Hampshire","HB619","Prohibiting gender transition procedures for minors, relative to sex and gender in public schools, and relative to the definition of conversion therapy.","Healthcare","Introduced","https://legiscan.com/NH/bill/HB619/2023","2023"
2023-01-12,"Texas","SB393","Relating to parental rights in public education and prohibiting instruction regarding sexual orientation or gender identity for public school students; authorizing a civil remedy.","Schools / Education","Introduced","https://legiscan.com/TX/bill/SB393/2023","2023"
2023-01-12,"Texas","SB395","Relating to defenses to prosecution for certain criminal offenses involving material or conduct that may be obscene or is otherwise harmful to children.","Schools / Education","Introduced","https://legiscan.com/TX/bill/SB395/2023","2023"
2023-01-12,"Texas","SB437","Relating to affirmative defenses to prosecution for certain offenses involving material or conduct that is obscene or otherwise harmful to children.","Schools / Education","Introduced","https://legiscan.com/TX/bill/SB437/2023","2023"
2023-01-11,"Iowa","HF2","A bill for an act relating to public contracts, public fund investing, and lending practices with certain companies that engage in economic boycotts based on environmental, social, or governance criteria, and including effective date and applicability provisions.(See HF 653.)","Other","Dead/Failed","https://legiscan.com/IA/bill/HF2/2023","2023"
2023-01-11,"Iowa","HF8","A bill for an act prohibiting instruction related to gender identity and sexual orientation in school districts and charter schools in kindergarten through grade three.(See HF 348.)","Schools / Education","Dead/Failed","https://legiscan.com/IA/bill/HF8/2023","2023"
2023-01-11,"South Carolina","H3611","Amend The South Carolina Code Of Laws By Enacting The """"live And Let Live Act""""; By Adding Article 2 To Chapter 32 Of Title 1 So As To Prohibit The State Government From Discriminating Against Certain Individuals And Organizations Based On Their Beliefs Regarding Marriage And A Person's Sex; And For Other Purposes.","Nondiscrimination Protections","Dead/Failed","https://legiscan.com/SC/bill/H3611/2023","2023"
2023-01-11,"South Carolina","H3616","Amend The South Carolina Code Of Laws By Enacting The ""defense Of Children's Innocence Act"" By Adding Section 6-1-200 So As To Provide That Any Business Where Drag Shows Are Held Is Deemed To Be A Sexually Oriented Business For All Local Ordinances Relating To A Sexually Oriented Business; By Adding Section 6-1-210 So As To Prohibit A State Agency, Political Subdivision, And Any Entity That Is Supported In Whole Or In Part By Public Funds From Using Any Public Funds To Host Or Provide A Drag Show; And By Amending Section 16-15-385, Relating To Disseminating Harmful Materials To Minors, So As To Include The Offense Of Allowing A Minor To View A Drag Show.","Drag Performance","Dead/Failed","https://legiscan.com/SC/bill/H3616/2023","2023"
2023-01-11,"Texas","HB1266","Relating to the definition of sexually oriented business.","Drag Performance","Introduced","https://legiscan.com/TX/bill/HB1266/2023","2023"
2023-01-11,"Washington","HB1233","Concerning housing of inmates in state correctional facilities.","Other","Dead/Failed","https://legiscan.com/WA/bill/HB1233/2023","2023"
2023-01-11,"West Virginia","SB103","The purpose of this bill is to provide definitions, to prohibit public funding of drag shows in West Virginia, and to prohibit minors from being involved in or attending drag shows.","Drag Performance","Dead/Failed","https://legiscan.com/WV/bill/SB103/2023","2023"
2023-01-10,"Indiana","HB1118","Prohibited services relating to care of minors. Prohibits specified health care professionals from: (1) performing, or causing to be performed, certain medical procedures on a minor; or (2) subjecting a minor to certain activities that purposely attempt to change, reinforce, or affirm a minor's perception of the minor's own sexual attraction or sexual behavior, or attempt to change, reinforce, or affirm a minor's gender identity when the identity is inconsistent with the minor's biological sex.","Healthcare","Dead/Failed","https://legiscan.com/IN/bill/HB1118/2023","2023"
2023-01-10,"Indiana","HB1220","Gender transition procedures for minors. Prohibits a physician or other practitioner from knowingly providing gender transition procedures to an individual who is less than 18 years of age (minor) that are intended to alter the gender of the minor or delay puberty. Provides for certain medical exceptions. Establishes civil enforcement actions.","Healthcare","Dead/Failed","https://legiscan.com/IN/bill/HB1220/2023","2023"
2023-01-10,"Indiana","HB1231","Gender transition procedures for minors. Prohibits specified health care professionals from providing gender transition procedures to a minor that are intended to alter the gender of the minor or delay puberty. Provides for certain medical exceptions. Prohibits public funds, Medicaid, or a health carrier from providing reimbursement or coverage for gender transition procedures to a minor. Creates a civil cause of action. Makes conforming changes.","Healthcare","Dead/Failed","https://legiscan.com/IN/bill/HB1231/2023","2023"
2023-01-10,"Indiana","HB1232","Child removal and gender identity. Provides that the department of child services may not classify a report of child abuse or neglect as substantiated, and a child may not be removed from the child's parent, guardian, or custodian, solely on the basis of the parent, guardian, or custodian: (1) referring to and raising the child consistent with the child's biological sex; or (2) declining to consent to the child receiving: (A) specified medication; (B) a medical procedure the purpose of which is to alter the apparent gender or sex of the child or affirm the child's perception of the child's gender or sex in a manner inconsistent with the child's biological sex; or (C) counseling or other mental health services the purpose of which is to affirm the child's perception of the child's gender or sex if the child's perception is inconsistent with the child's biological sex.","Healthcare","Dead/Failed","https://legiscan.com/IN/bill/HB1232/2023","2023"
